country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,termination_date,recall_initiation_date,postal_code,voluntary_mandated,status,more_code_info
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,469128 units,"Lot #: 17384, Exp 12/19; 17259, Exp 08/19; 19002, Exp 01/21; 19041, Exp 02/21; 18222, Exp 09/20; 18084, Exp 04/20",20191115,U.S.A. Nationwide,NY,"Equate Comfort Gel Lubricant Eye Gel Twin Pack W-M item #: 552374319, Package Size: 2 x 15 mL, Distributed by: Walmart Inc., Bentonville, AR 72716, NDC 49035-197-49",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0366-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,"a) C140C, exp 2/18;   b) D049C, D050C, D051C, C142C, C137C, C138C, C141C, exp 2/18; D073C, D074C, exp 3/18",20180422,Nationwide.,NY,"Ibuprofen Tablets USP 800 mg, a) 100 tablet (NDC 42582-113-10) and b) 500 tablet (NDC 42582-113-18) bottles, Rx, Distributed by; Bi-Coastal Pharma International, Shrewsbury, NJ, Manufactured by: Marksans Pharma, Ltd., Verna, Goa-403 722, India",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0693-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Brookhaven,50 Horseblock Rd,"Defective Delivery System: the dropper measurement markings may be reversed, shifted or missing.",,136376 bottles,"Lot 06876016A, 06876017A, 06876018A, Exp 08/2018; 06876019A, 06876020A, 06876021A, 06876022A, Exp 09/2018; 06876023A, Exp 11/2018;  06876024A, 06876025A, Exp 12/2018; 06877001A, 06877002A, Exp 02/2019;  06877003A, Exp 03/2019.",20171220,Nationwide,NY,"Lorazepam Oral Concentrate, USP, 2 mg/mL, 30 mL bottle, Rx only, Manufactured by: Amneal Pharmaceuticals Branchburg, NJ 08876. Distributed by: Amneal Pharmaceuticals, Glasgow, KY 42141. NDC 65162-687-84",20171227,Class I,"Amneal Pharmaceuticals of New York, LLC",D-0120-2018,Letter,Drugs,77898,,20170803,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,89 Arkay Dr,"CGMP Deviations: FDA laboratory testing confirmed presence of an impurity, N-nitrosodimethylamine (NDEA) in product.",,"5,989 HDPE","69367-121-01 Irbesartan 300mg Tablets, 30 count bottle B162008A Sep-19   C162002A Feb-20   69367-121-03 Irbesartan 300mg Tablets, 90 count bottle B162008B Sep-19   C162002B Feb-20",20181120,Nationwide,NY,"Westminister Irbesartan Tablets, USP, 300mg, Rx Only,(a) 30-count bottle (NDC 69367-121-01, (b) 90-count bottle (NDC 69367-121-03), Manufactured by ScieGen Pharmaceuticals Inc. Hauppauge, NY 11755.  Manufactured for Westminster Pharmaceuticals LLC Olive Branch, MS 20854 Made in the USA.",20181128,Class II,Sciegen Pharmaceuticals Inc,D-0269-2019,Press Release,Drugs,81458,,20181029,11788-3727,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,114504 units,SEI 5/20   TAK 01/21,20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Gel Drops Dry Eye Relief, Item#: 634634, Product Size: 0.6 mL x 30, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0476-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,Subpotent Drug: Out-of-specification assay result was obtained for Fluocinolone Acetonide.,,"15,88 bottles","Lot #: 07030002A, exp. date 02/2022",20211116,Product was distributed nationwide within the United States,NY,"Flocinolone Acetonide 0.01% Topical Oil, Scalp Oil, Rx, packaged in 4 oz. bottle, Distributed by: Amneal Pharmaceuticals Bridgewater, NJ 08807, NDC 65162-703-86",20211124,Class II,"Amneal Pharmaceuticals of New York, LLC",D-0234-2022,Letter,Drugs,88997,,20211104,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,"a) D167C, exp 2/18;     b) D172C, exp 2/18, H057C, exp 6/18;     c) D164C, exp 2/18, E135C, exp 3/18;     d) D172C, exp 2/18,  E135C, exp 3/18, F004C, exp 5/18;     e)  D175C, D176C,   D177C,   D178C,   D179C,   D180C,   D162C,   D163C,   D164C,   D165C,   D166C,   D168C,   D169C,   D170C,   D171C,   D173C,   E104C,   E105C,   D191C,   D192C,   D193C,   D194C,   D195C,   D196C,   D197C,   D198C,   D199C,   D200C,   D201C,   E106C, exp 2/18;   L111C,   F005C,   F006C,   F007C,   F008C,   H053C,   H054C,   H055C,   H056C, exp 5/18;   L112C,   L113C,   L114C,   L115C,   L116C,   L117C,   L118C,   L119C,   J008C,   J009C,   H057C,   H058C, exp 6/18;   L120C,   L121C,   L122C,   L123C,   L124C, exp 8/18",20180422,Nationwide.,NY,"Ibuprofen Tablets, USP, 200 mg, a) 50 tablets (NDC 49483-601-05), b) 100 tablets (NDC- 49483-601-01), c) 500 tablets (NDC 49483-601-50), d) 1000 tablets  (NDC 49489-601-10), e) Bulk (49483-601-00) bottles, Brown, Manufactured for: Time Cap Labs, Inc., Farmingdale, NY 11735, Manufactured by: Marksans Pharma, Ltd., Verna, Goa-403 722, India",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0685-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Melville,60 Baylis Rd,"Failed PH Specifications: It has been determined that the pH of the lots recalled, may not meet specification at expiry.",,"111,388 Bottles","Lot(s): 497R, 498R, Exp 01/2015; 635R, 636R, Exp 03/2015;  850R, Exp 04/2015; 073S, Exp 05/2015; 074S, Exp 06/2015.",20140717,Nationwide,NY,"Triamcinolone Acetonide Lotion USP, 0.1%, 60 mL Bottle, Rx Only, For Dermatologic Use Only, Not for Ophthalmic Use, E. Fougera & Co, A Division of Fougera Pharmaceuticals Inc., Melville, New York, 11747, NDC 0168-0337-60.",20140723,Class III,Fougera Pharmaceuticals  Inc.,D-1440-2014,Letter,Drugs,68683,20151207,20140703,11747-3838,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"58,704 units",RIN 09/19   RKP 11/19    SAR 01/20   SCG 03/20   SED 5/20   SLC 12/20   TBE 02/21   TBL 02/21,20191115,U.S.A. Nationwide,NY,"CVS Health Fast Acting Lubricant Eye Drops Preservative Free, Item#: 994882, Product Size: 0.6 mL x 24 ct, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0405-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,Failed Impurities/Degradation Specifications: Tretinoin levels slightly above specification limits.,,2460 cartons/3 blister cards/10 capsules each,"Batch Numbers: BL10917, BL11017,  BL11117, Exp. date 11/2019",20191113,Recalled product was distributed to retailers and wholesalers who may have further distribute the product.,NY,"Isotretinoin Capsules, USP 10 mg. Rx Only, 3 Prescription Blister Packs of 10- Capsules Each (30 Capsules)-. Distributed by: Amneal Pharmaceuticals LLC, Bridgewater, NJ 08807. NDC 69238-1174-3",20191120,Class III,"Amneal Pharmaceuticals, Inc.",D-0321-2020,Letter,Drugs,84073,20201109,20191016,11719-9509,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"24,024 units",QHE 08/19   QJD 10/19,20191115,U.S.A. Nationwide,NY,"CVS Health Lubricant Eye Ointment Sensitive Formula, Item#: 247885, 3.5 gram, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0413-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,,AM180641A 6/30/2020  AM180642A 6/30/2020  AM180643A 6/30/2020  AM180644A 6/30/2020  AM180645A 6/30/2020  AM180646A 6/30/2020  AM180647A 6/30/2020  AM180880A 7/31/2020  AM180881A 7/31/2020  AM180882A 7/31/2020  AM180883A 7/31/2020  AM180884A 7/31/2020  AM180885A 7/31/2020  AM180886A 7/31/2020  AM180887A 7/31/2020  AM180888A 7/31/2020  AM180889A 7/31/2020  AM180936A 7/31/2020  AM180937A 7/31/2020  AM180938A 7/31/2020  AM180939A 7/31/2020  AM180940A 7/31/2020  AM180960A 7/31/2020  AM180961A 7/31/2020  AM180962A 7/31/2020  AM180963A 7/31/2020  AM180964A 7/31/2020  AM180965A 7/31/2020  AM180992A 7/31/2020  AM180993A 7/31/2020  AM180994A 8/31/2020  AM180995A 8/31/2020  AM180996A 8/31/2020  AM180997A 8/31/2020  AM181037A 8/31/2020  AM181038A 8/31/2020  AM181039A 8/31/2020  AM181040A 8/31/2020  AM181041A 8/31/2020  AM181079A 8/31/2020  AM181080A 8/31/2020  AM181081A 8/31/2020  AM181082A 8/31/2020  AM181083A 8/31/2020  AM181084A 8/31/2020  AM181085A 8/31/2020  AM181086A 8/31/2020  AM181087A 8/31/2020  AM181088A 8/31/2020  AM181089A 8/31/2020  AM181093A 8/31/2020  AM181094A 8/31/2020  AM181095A 8/31/2020  AM181096A 8/31/2020  AM181097A 8/31/2020  AM181098A 8/31/2020  AM181099A 8/31/2020  AM181100A 8/31/2020  AM181101A 8/31/2020  AM181102A 8/31/2020  AM181116A 8/31/2020  AM181117A 9/30/2020  AM181129A 8/31/2020  AM181130A 8/31/2020  AM181131A 8/31/2020  AM181132A 8/31/2020  AM181133A 9/30/2020  AM181134A 9/30/2020  AM181135A 9/30/2020  AM181136A 9/30/2020  AM181137A 9/30/2020  AM181138A 9/30/2020  AM181183A 9/30/2020  AM181184A 9/30/2020  AM181185A 9/30/2020  AM181186A 9/30/2020  AM181187A 9/30/2020  AM181188A 9/30/2020  AM181189A 9/30/2020  AM181190A 9/30/2020  AM181235A 9/30/2020  AM181236A 9/30/2020  AM181237A 9/30/2020  AM181238A 9/30/2020  AM181239A 9/30/2020  AM181240A 9/30/2020  AM181242A 9/30/2020  AM181243A 9/30/2020  AM181314A 10/31/2020  AM181315A 11/30/2020  AM190121B 12/31/2020  AM190122B 12/31/2020  AM190713AA 6/30/2021  AM191248A 10/31/2021  AM191249A 10/31/2021  AM200192 1/31/2022  AM200322A 2/28/2022,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-release Tablets, USP, 500 mg Rx Only, 500 Tablets bottles, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd. Ahmedabad 388213, INDIA Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807   NDC 65162-178-50",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1345-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #: 17366, Exp 12/19",20191115,U.S.A. Nationwide,NY,"Nano Tears XP Clear Emollient Lubricant Gel Drops twin pack, Product Size: 2 x 10 mL, Mfd. by: Altaire Pharmaceuticals, Inc., Aquebogue, NY 11931, NDC 59390-143-51",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0480-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,19015 01/21   19117 04/21   18080 07/20   18111 05/20,20191115,U.S.A. Nationwide,NY,"Equate Support Advanced Lubricant Gel Drops Multi Dose Preservative Free, 7.5 mL, NDC 49035-882-52",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0475-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,483528 units,Lot #: 17251 8/19  17269 9/19  17360 12/19  18012 1/20  18106 4/20  18275 11/20  18275 11/20,20191115,U.S.A. Nationwide,NY,"CVS Health Maximum Redness Relief Lubricant Redness Reliever Eye Drops, Sterile, 0.5 fl. oz. (15 mL), Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0392-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,22494 units,18008 1/20 8/13/2018   19050 2/22 3/18/2019   19105 4/22,20191115,U.S.A. Nationwide,NY,"ActivEyes Altachlore Solution, 15 mL (1/2 FL OZ), Manufactured by Altaire Pharmaceuticals Inc., Aquebogue, NY 11931, NDC 59390-183-13",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0417-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,43008 units,"Lot #: 19105, Exp 04/22; 19050, Exp 02/22",20191115,U.S.A. Nationwide,NY,"Walgreens Sodium Chloride Ophthalmic Solution, 5% Hypertonicity Eye Drops, 0.5 oz (15 mL), Distributed by : Walgreen Co 200 Wilmot Road Deerfield IL 60015  NDC 0363-0193-13",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0362-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,14091 cartons.,17236    8/19      17334    11/19        18015    1/20,20191115,U.S.A. Nationwide,NY,"OCuSOFT Tetravisc Tetracaine HCl 0.5% Sterile Anesthetic Single Dose 0.6 mL, Rx only, Mfd. for OCuSOFT, Inc. PO Box 429 Richmond, TX 77406-0429 800-233-5469 Made in USA, Mfd. by: Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 54799-505-01",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0445-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,1737549 containers,"Lot #: RGC, Exp 7/19; RHB, RHC, Exp 8/19; RID, RIC, RIG, Exp 9/19; RKH, RKI, RKJ, RKK, RKL, Exp 11/19; RLM, Exp 12/19; SAI, Exp 1/20; SBG, SBH, Exp 2/20; SCF, Exp 3/20, SEA, Exp 5/20; SFA, SFB, Exp 6/20; SHA, Exp 8/20; SIB, Exp 9/20; SJC, Exp 10/20; TAB, TAF, Exp 1/21; TBP, TBQ, Exp 2/21; TCV, TCW, Exp 3/21",20191115,U.S.A. Nationwide,NY,"Perrigo Neomycin and Polymixin B Sulfates and Dexamethasone Ophthalmic Ointment, Net. Wt 3.5 gm, Sterile, Rx only, Manufactured for Perrigo Minneapolis, MN 55427, NDC 0574-4160-35",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0352-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Melville,60 Baylis Rd,"Failed Stability Specifications: The lots of Fluocinonide Gel USP, 0.05% recalled, may not meet the requirements for residual solvents as outlined in USP <467>.",,"a) 59,622 Tubes; b)  43,178 Tubes","a) 15 gram lot numbers: 549N, 550N,551N Exp. 1/2015, EB1961, Exp. 2/2017; b) 60 gram lot numbers: 546N, 547N, 548N, Exp. 1/2015, EB0144, Exp. 2/2017",20141112,Nationwide and Puerto Rico,NY,"FLUOCINONIDE GEL USP, 0.05%, Rx only, For External Use Only, Not For Ophthalmic Use, a) NET WT 15 gram tubes and b) NET WT 60 grams tubes, E. FOUGERA & CO., A division of Fougera Pharmaceuticals Inc., Melville, New York 11747, NDC 0168-0135-15 (15 g) and NDC 0168-0135-60 (60 g)",20141119,Class II,Fougera Pharmaceuticals  Inc.,D-0245-2015,Letter,Drugs,68839,20160621,20140828,11747-3838,Voluntary: Firm initiated,Terminated,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: Impurity N-nitrosodimethylamine (NDMA) found in API,,,06648001A 11/2019  06648003A 4/2020  06649001A 1/2021,20191209,Product was distributed throughout the United States.,NY,"Ranitidine Syrup Oral Solution 15 mg/mL 6. fl. oz. (473 mL), NDC 65162-664-90.",20191218,Class II,"Amneal Pharmaceuticals, Inc.",D-0614-2020,Press Release,Drugs,84353,,20191122,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,"Suite # 401, 4th Floor",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,"Room No. 430, 150 Motor Parkway","21,584,100 tablets","Lot #: HK6001, HK6002, HK6003, HK6004, HK6005, HK6006, HK6007, HK6008, HK6009, HK6010, HK6011, HK6012, HK6013, HK6014, HK6015, Exp 09/18",20180124,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,NY,"Ibuprofen Tablets, USP 400 mg, 6 x 3500 Tablets bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-121-29.",20180131,Class II,Marksans Pharma Inc.,D-0238-2018,Letter,Drugs,78822,20200526,20180109,11788,Voluntary: Firm initiated,Terminated,
United States,Westbury,200 Hicks St,Subpotent:  This product is being recalled due to low out of specification assay results at the 9 month time point.,,"369,012 cartons","Lot #: a) A01542, A03660, A04300, A04930, Exp 03/19; A05484, A07951, A12448, Exp 07/19; Y93105, Exp  02/19; b) A04938, Exp 03/19; A08149, A12621, Exp 07/19; c) A06557, A13030, Exp 03/19; d) A00239, Exp 03/19; A05180, A09906, Exp 07/19; Y83246, Y87531, Y87680, Exp 08/18; Y91225, Y92670, Y98200, Y98674, Exp 02/19;  A13354, Exp 07/19; e) A07871, A11374, Exp 03/19; A14370, A18467, Exp 07/19.",20170502,Nationwide,NY,"Allergy Relief Diphenhydramine HCl 25 mg, Antihistamine, Dye-Free, 24 Softgels, distributed under the following labels: (a) TopCare Allergy Relief, DISTRIBUTED BY TOPCO ASSOCIATES LLC, ELK GROVE VILLAGE, IL 60007, NDC 36800-483-24, UPC 0-36800-39134-5; (b) Rexall Since 1903 Allergy Relief, PACKAGED FOR DOLGENCORP, LLC, 100 MISSION RIDGE GOODLETTSVILLE, TN 37072, UPC 3-59726-72025-0; (c) HyVee health Allergy Relief, DISTRIBUTED BY HY-VEE, INC. 5820 WESTOWN PARKWAY, WEST DES MOINES, IA 50266, NDC 42507-483-24, UPC 0-75450-12369-2; (d) up & up allergy relief, Distributed by Target Corporation, Minneapolis, MN 55403, NDC 11673-720-24, UPC 3-59726-72025-0; (e) smart sense allergy softgels, Distributed by Kmart Corporation, Hoffman Estates, IL 60179, NDC 49738-483-24, UPC 8-83967-39839-3.",20170510,Class III,"P & L Development,  LLC",D-0694-2017,E-Mail,Drugs,77007,20190618,20170417,11590-3323,Voluntary: Firm initiated,Terminated,
United States,Holtsville,895 Waverly Avenue,Labeling: Label Mix-Up: A complaint from a pharmacist was received that the entire contents of 1 bottle labeled as Rugby label Enteric Coated Aspirin 81 mg Tablets actually contained Acetaminophen 500 mg Tablets.,,"16,440 bottles","Lot #: 13A026, Exp 01/15",20130823,Nationwide,NY,"ENTERIC COATED ASPIRIN (NSAID), 81 mg, 120-count tablets per bottle, distributed by: Rugby Laboratories, Inc., Duluth, Georgia 30097, NDC 0536-3086-41, UPC 3 0536-3086-41 9.",20130904,Class I,Advance Pharmaceutical Inc,D-919-2013,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,65484,20160519,20130617,11742,Voluntary: Firm initiated,Terminated,
United States,Shirley,One Luitpold Drive,Presence of Particulate Matter,P.O. Box 9001,"63,750 ampules",Lot #1395 Exp: July 2012,20120716,Nationwide,NY,"Epinephrine Injection, USP, 1:1000 (1 mg/mL), 25 x 1 mL Ampules, For SC and IM Use, For IV and IC Use after Dilution,  Rx Only, American Regent, Inc., Shirely, NY 11967 --NDC 0517-1071-25",20120725,Class II,"Luitpold Pharmaceuticals, Inc.",D-1421-2012,Letter,Drugs,61714,20170411,20120424,11967-9001,Voluntary: Firm initiated,Terminated,
United States,Central Islip,550 S Research Pl,Defective Container; actuator may improperly function and affect dose delivery.,,1776 bottles,"Lot GH80480 and GH80481, exp 3/2020",20190703,Nationwide,NY,"Testosterone Topical Solution 30mg of testosterone per pump actuation * each actuation delivers 1.5 mL of solution Total contents: 110 mL to deliver 90 mL, Manufactured by: Cipla Ltd, Verna Goa, India Manufactured for: Cipla USA, Inc., Sunrise, FL 33323 NDC 69097-363-44",20190710,Class III,"InvaGen Pharmaceuticals, Inc.",D-1454-2019,Letter,Drugs,83117,20210128,20190612,11722-4415,Voluntary: Firm initiated,Terminated,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,a) F066C  b) F066C  c) F066C,20180422,Nationwide.,NY,"Ibuprofen Caplets USP 200 mg, a) 50 caplets (NDC 53943-292-15), b) 100 caplets (NDC 53493-292-12), and c) 500 caplets (NDC 53493-292-14) bottles, Distributed by Drug Mart, Food Fair, Medina, Ohio 44256, Manufactured by: Marksans Pharma, Ltd., Verna, Goa-403 722, India",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0695-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"48,542 units",17241 8/20 8/24/2017   17322 10/20 12/21/2017   18169 7/20 7/30/2018   19052 2/22,20191115,U.S.A. Nationwide,NY,"Altaire Sterile Eye Wash, 15 mL (1/2 fl oz), Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931  NDC 59390-175-13",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0423-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
